Period,Continent,TotalPopulation
2021-06-01,NHS ENGLAND LONDON,16604
2021-06-01,NHS ENGLAND LONDON,36155
2021-06-01,NHS ENGLAND LONDON,11358
2021-06-01,NHS ENGLAND LONDON,10142
2021-06-01,NHS ENGLAND SOUTH WEST ,1090
2021-06-01,NHS ENGLAND MIDLANDS ,8660
2021-06-01,NHS ENGLAND MIDLANDS ,4442
2021-06-01,NHS ENGLAND MIDLANDS ,23794
2021-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,7480
2021-06-01,NHS ENGLAND NORTH WEST ,5542
2021-06-01,NHS ENGLAND NORTH WEST ,19024
2021-06-01,NHS ENGLAND LONDON,9633
2021-06-01,NHS ENGLAND MIDLANDS ,2743
2021-06-01,NHS ENGLAND SOUTH WEST ,10423
2021-06-01,NHS ENGLAND MIDLANDS ,24330
2021-06-01,NHS ENGLAND LONDON,20786
2021-06-01,NHS ENGLAND MIDLANDS ,7335
2021-06-01,NHS ENGLAND MIDLANDS ,15839
2021-06-01,NHS ENGLAND MIDLANDS ,15824
2021-06-01,NHS ENGLAND MIDLANDS ,6970
2021-06-01,NHS ENGLAND EAST OF ENGLAND ,29536
2021-06-01,NHS ENGLAND NORTH WEST ,29030
2021-06-01,NHS ENGLAND NORTH WEST ,10426
2021-06-01,NHS ENGLAND NORTH WEST ,13128
2021-06-01,NHS ENGLAND SOUTH WEST ,10741
2021-06-01,NHS ENGLAND SOUTH EAST ,17330
2021-06-01,NHS ENGLAND SOUTH EAST ,12026
2021-06-01,NHS ENGLAND MIDLANDS ,18925
2021-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,13837
2021-06-01,NHS ENGLAND MIDLANDS ,18020
2021-06-01,NHS ENGLAND MIDLANDS ,10720
2021-06-01,NHS ENGLAND SOUTH EAST ,547
2021-06-01,NHS ENGLAND SOUTH WEST ,6016
2021-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,20469
2021-06-01,NHS ENGLAND LONDON,13613
2021-06-01,NHS ENGLAND SOUTH EAST ,4165
2021-06-01,NHS ENGLAND SOUTH EAST ,4563
2021-06-01,NHS ENGLAND MIDLANDS ,6978
2021-06-01,NHS ENGLAND LONDON,27105
2021-06-01,NHS ENGLAND EAST OF ENGLAND ,15314
2021-06-01,NHS ENGLAND LONDON,13610
2021-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,13199
2021-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,31768
2021-06-01,NHS ENGLAND NORTH WEST ,2531
2021-06-01,NHS ENGLAND MIDLANDS ,33660
2021-06-01,NHS ENGLAND LONDON,23226
2021-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,10673
2021-06-01,NHS ENGLAND SOUTH WEST ,21859
2021-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,20188
2021-06-01,NHS ENGLAND MIDLANDS ,34668
2021-06-01,NHS ENGLAND SOUTH EAST ,16128
2021-06-01,NHS ENGLAND SOUTH EAST ,12848
2021-06-01,NHS ENGLAND SOUTH EAST ,13821
2021-06-01,NHS ENGLAND SOUTH WEST ,1791
2021-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,19205
2021-06-01,NHS ENGLAND NORTH WEST ,18674
2021-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,6814
2021-06-01,NHS ENGLAND SOUTH WEST ,12061
2021-06-01,NHS ENGLAND LONDON,19978
2021-06-01,NHS ENGLAND SOUTH EAST ,19560
2021-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,23900
2021-06-01,NHS ENGLAND NORTH WEST ,11522
2021-06-01,NHS ENGLAND SOUTH EAST ,3082
2021-06-01,NHS ENGLAND NORTH WEST ,23295
2021-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,12917
2021-06-01,NHS ENGLAND MIDLANDS ,25247
2021-06-01,NHS ENGLAND MIDLANDS ,28736
2021-06-01,NHS ENGLAND SOUTH EAST ,20730
2021-06-01,NHS ENGLAND EAST OF ENGLAND ,33277
2021-06-01,NHS ENGLAND EAST OF ENGLAND ,14659
2021-06-01,NHS ENGLAND NORTH WEST ,19229
2021-06-01,NHS ENGLAND MIDLANDS ,15357
2021-06-01,NHS ENGLAND NORTH WEST ,8958
2021-06-01,NHS ENGLAND SOUTH EAST ,13538
2021-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,27107
2021-06-01,NHS ENGLAND MIDLANDS ,17637
2021-06-01,NHS ENGLAND SOUTH EAST ,16242
2021-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,23898
2021-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,10515
2021-06-01,NHS ENGLAND MIDLANDS ,20938
2021-06-01,NHS ENGLAND NORTH WEST ,23278
2021-06-01,NHS ENGLAND NORTH WEST ,14658
2021-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,20270
2021-06-01,NHS ENGLAND SOUTH EAST ,14146
2021-06-01,NHS ENGLAND NORTH WEST ,16502
2021-06-01,NHS ENGLAND MIDLANDS ,7869
2021-06-01,NHS ENGLAND NORTH WEST ,8371
2021-06-01,NHS ENGLAND EAST OF ENGLAND ,4054
2021-06-01,NHS ENGLAND MIDLANDS ,6821
2021-06-01,NHS ENGLAND NORTH WEST ,0
2021-06-01,NHS ENGLAND MIDLANDS ,12695
2021-06-01,NHS ENGLAND LONDON,11149
2021-06-01,NHS ENGLAND SOUTH WEST ,6777
2021-06-01,NHS ENGLAND MIDLANDS ,4635
2021-06-01,NHS ENGLAND LONDON,26214
2021-06-01,NHS ENGLAND SOUTH EAST ,32227
2021-06-01,NHS ENGLAND LONDON,16978
2021-06-01,NHS ENGLAND SOUTH EAST ,5575
2021-06-01,NHS ENGLAND SOUTH EAST ,5497
2021-06-01,NHS ENGLAND LONDON,10890
2021-06-01,NHS ENGLAND EAST OF ENGLAND ,3722
2021-06-01,NHS ENGLAND NORTH WEST ,8300
2021-06-01,NHS ENGLAND MIDLANDS ,13027
2021-06-01,NHS ENGLAND SOUTH EAST ,10546
2021-06-01,NHS ENGLAND MIDLANDS ,3046
2021-06-01,NHS ENGLAND SOUTH EAST ,0
2021-06-01,NHS ENGLAND LONDON,7090
2021-06-01,NHS ENGLAND MIDLANDS ,5786
2021-06-01,NHS ENGLAND SOUTH EAST ,2528
2021-07-01,NHS ENGLAND MIDLANDS ,7373
2021-07-01,NHS ENGLAND SOUTH WEST ,977
2021-07-01,NHS ENGLAND NORTH WEST ,3806
2021-07-01,NHS ENGLAND SOUTH EAST ,12013
2021-07-01,NHS ENGLAND LONDON,3677
2021-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,0
2021-07-01,NHS ENGLAND SOUTH EAST ,10230
2021-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,8590
2021-07-01,NHS ENGLAND SOUTH WEST ,10181
2021-07-01,NHS ENGLAND MIDLANDS ,0
2021-07-01,NHS ENGLAND MIDLANDS ,14845
2021-07-01,NHS ENGLAND MIDLANDS ,6358
2021-07-01,NHS ENGLAND MIDLANDS ,10111
2021-07-01,NHS ENGLAND SOUTH WEST ,2682
2021-07-01,NHS ENGLAND EAST OF ENGLAND ,9370
2021-07-01,NHS ENGLAND SOUTH EAST ,5287
2021-07-01,NHS ENGLAND SOUTH WEST ,2697
2021-07-01,NHS ENGLAND SOUTH EAST ,3021
2021-07-01,NHS ENGLAND SOUTH EAST ,6687
2021-07-01,NHS ENGLAND MIDLANDS ,12116
2021-07-01,NHS ENGLAND MIDLANDS ,15413
2021-07-01,NHS ENGLAND SOUTH WEST ,12862
2021-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,13251
2021-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,0
2021-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,6448
2021-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,5061
2021-07-01,NHS ENGLAND MIDLANDS ,4628
2021-07-01,NHS ENGLAND MIDLANDS ,10385
2021-07-01,NHS ENGLAND MIDLANDS ,2567
2021-07-01,NHS ENGLAND MIDLANDS ,1636
2021-07-01,NHS ENGLAND MIDLANDS ,3797
2021-07-01,NHS ENGLAND MIDLANDS ,2849
2021-07-01,NHS ENGLAND MIDLANDS ,5701
2021-07-01,NHS ENGLAND SOUTH EAST ,7455
2021-07-01,NHS ENGLAND SOUTH EAST ,7319
2021-07-01,NHS ENGLAND NORTH WEST ,10157
2021-07-01,NHS ENGLAND SOUTH WEST ,2758
2021-07-01,NHS ENGLAND MIDLANDS ,2660
2021-07-01,NHS ENGLAND MIDLANDS ,2128
2021-07-01,NHS ENGLAND SOUTH EAST ,15462
2021-07-01,NHS ENGLAND SOUTH EAST ,13388
2021-07-01,NHS ENGLAND SOUTH EAST ,2034
2021-07-01,NHS ENGLAND SOUTH EAST ,8848
2021-07-01,NHS ENGLAND NORTH WEST ,2848
2021-07-01,NHS ENGLAND NORTH WEST ,39097
2021-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,20097
2021-07-01,NHS ENGLAND SOUTH WEST ,19753
2021-07-01,NHS ENGLAND MIDLANDS ,8149
2021-07-01,NHS ENGLAND SOUTH EAST ,4528
2021-07-01,NHS ENGLAND LONDON,59993
2021-07-01,NHS ENGLAND LONDON,16358
2021-07-01,NHS ENGLAND SOUTH EAST ,11008
2021-07-01,NHS ENGLAND SOUTH WEST ,9782
2021-07-01,NHS ENGLAND SOUTH WEST ,16849
2021-07-01,NHS ENGLAND SOUTH WEST ,19557
2021-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,8778
2021-07-01,NHS ENGLAND EAST OF ENGLAND ,34533
2021-07-01,NHS ENGLAND LONDON,31486
2021-07-01,NHS ENGLAND LONDON,2845
2021-07-01,NHS ENGLAND LONDON,14561
2021-07-01,NHS ENGLAND LONDON,19884
2021-07-01,NHS ENGLAND LONDON,7165
2021-07-01,NHS ENGLAND LONDON,15685
2021-07-01,NHS ENGLAND SOUTH WEST ,3705
2021-07-01,NHS ENGLAND MIDLANDS ,4766
2021-07-01,NHS ENGLAND NORTH WEST ,14466
2021-07-01,NHS ENGLAND NORTH WEST ,10211
2021-07-01,NHS ENGLAND NORTH WEST ,13265
2021-07-01,NHS ENGLAND NORTH WEST ,11634
2021-07-01,NHS ENGLAND NORTH WEST ,8659
2021-07-01,NHS ENGLAND NORTH WEST ,15541
2021-07-01,NHS ENGLAND EAST OF ENGLAND ,17784
2021-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,11785
2021-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,7653
2021-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,0
2021-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,1007
2021-07-01,NHS ENGLAND EAST OF ENGLAND ,8779
2021-07-01,NHS ENGLAND SOUTH WEST ,9468
2021-07-01,NHS ENGLAND EAST OF ENGLAND ,12670
2021-07-01,NHS ENGLAND EAST OF ENGLAND ,31378
2021-07-01,NHS ENGLAND SOUTH EAST ,10045
2021-07-01,NHS ENGLAND SOUTH EAST ,29283
2021-07-01,NHS ENGLAND SOUTH WEST ,735
2021-07-01,NHS ENGLAND SOUTH WEST ,22435
2021-07-01,NHS ENGLAND NORTH WEST ,18525
2021-07-01,NHS ENGLAND NORTH WEST ,11370
2021-07-01,NHS ENGLAND NORTH WEST ,2000
2021-07-01,NHS ENGLAND LONDON,31179
2021-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,9777
2021-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,22607
2021-07-01,NHS ENGLAND MIDLANDS ,4036
2021-07-01,NHS ENGLAND EAST OF ENGLAND ,23483
2021-07-01,NHS ENGLAND EAST OF ENGLAND ,14804
2021-07-01,NHS ENGLAND EAST OF ENGLAND ,8948
2021-07-01,NHS ENGLAND EAST OF ENGLAND ,11789
2021-07-01,NHS ENGLAND SOUTH WEST ,6501
2021-07-01,NHS ENGLAND SOUTH WEST ,9156
2021-07-01,NHS ENGLAND SOUTH EAST ,18887
2021-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,24085
2021-07-01,NHS ENGLAND SOUTH EAST ,8999
2021-07-01,NHS ENGLAND SOUTH EAST ,31946
2021-07-01,NHS ENGLAND LONDON,11020
2021-07-01,NHS ENGLAND LONDON,17971
2021-07-01,NHS ENGLAND LONDON,24303
2021-07-01,NHS ENGLAND LONDON,15069
2021-07-01,NHS ENGLAND SOUTH WEST ,3677
2021-07-01,NHS ENGLAND MIDLANDS ,15895
2021-07-01,NHS ENGLAND MIDLANDS ,10377
2021-07-01,NHS ENGLAND MIDLANDS ,23804
2021-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,15517
2021-07-01,NHS ENGLAND NORTH WEST ,3939
2021-07-01,NHS ENGLAND NORTH WEST ,10237
2021-07-01,NHS ENGLAND LONDON,23800
2021-07-01,NHS ENGLAND MIDLANDS ,24531
2021-07-01,NHS ENGLAND SOUTH WEST ,17013
2021-07-01,NHS ENGLAND MIDLANDS ,29453
2021-07-01,NHS ENGLAND LONDON,13806
2021-07-01,NHS ENGLAND MIDLANDS ,1425
2021-07-01,NHS ENGLAND MIDLANDS ,30106
2021-07-01,NHS ENGLAND MIDLANDS ,10053
2021-07-01,NHS ENGLAND MIDLANDS ,11489
2021-07-01,NHS ENGLAND EAST OF ENGLAND ,16807
2021-07-01,NHS ENGLAND NORTH WEST ,34879
2021-07-01,NHS ENGLAND NORTH WEST ,18401
2021-07-01,NHS ENGLAND NORTH WEST ,8046
2021-07-01,NHS ENGLAND SOUTH WEST ,20372
2021-07-01,NHS ENGLAND SOUTH EAST ,18382
2021-07-01,NHS ENGLAND SOUTH EAST ,19482
2021-07-01,NHS ENGLAND MIDLANDS ,7496
2021-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,20046
2021-07-01,NHS ENGLAND MIDLANDS ,17483
2021-07-01,NHS ENGLAND MIDLANDS ,17558
2021-07-01,NHS ENGLAND SOUTH EAST ,17140
2021-07-01,NHS ENGLAND SOUTH WEST ,9374
2021-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,10216
2021-07-01,NHS ENGLAND LONDON,15908
2021-07-01,NHS ENGLAND SOUTH EAST ,13925
2021-07-01,NHS ENGLAND SOUTH EAST ,2284
2021-07-01,NHS ENGLAND MIDLANDS ,7137
2021-07-01,NHS ENGLAND LONDON,41602
2021-07-01,NHS ENGLAND EAST OF ENGLAND ,15270
2021-07-01,NHS ENGLAND LONDON,19369
2021-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,9089
2021-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,33749
2021-07-01,NHS ENGLAND NORTH WEST ,2686
2021-07-01,NHS ENGLAND MIDLANDS ,28490
2021-07-01,NHS ENGLAND LONDON,13701
2021-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,17773
2021-07-01,NHS ENGLAND SOUTH WEST ,14212
2021-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,23470
2021-07-01,NHS ENGLAND MIDLANDS ,22968
2021-07-01,NHS ENGLAND SOUTH EAST ,13139
2021-07-01,NHS ENGLAND SOUTH EAST ,15851
2021-07-01,NHS ENGLAND SOUTH EAST ,1034
2021-07-01,NHS ENGLAND SOUTH WEST ,11570
2021-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,14955
2021-07-01,NHS ENGLAND NORTH WEST ,2420
2021-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,7461
2021-07-01,NHS ENGLAND SOUTH WEST ,13066
2021-07-01,NHS ENGLAND LONDON,13551
2021-07-01,NHS ENGLAND SOUTH EAST ,25024
2021-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,13330
2021-07-01,NHS ENGLAND NORTH WEST ,9861
2021-07-01,NHS ENGLAND SOUTH EAST ,8977
2021-07-01,NHS ENGLAND NORTH WEST ,22205
2021-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,11126
2021-07-01,NHS ENGLAND MIDLANDS ,11266
2021-07-01,NHS ENGLAND MIDLANDS ,20121
2021-07-01,NHS ENGLAND SOUTH EAST ,15373
2021-07-01,NHS ENGLAND EAST OF ENGLAND ,25605
2021-07-01,NHS ENGLAND EAST OF ENGLAND ,20128
2021-07-01,NHS ENGLAND NORTH WEST ,4788
2021-07-01,NHS ENGLAND MIDLANDS ,21305
2021-07-01,NHS ENGLAND NORTH WEST ,9249
2021-07-01,NHS ENGLAND SOUTH EAST ,3856
2021-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,28282
2021-07-01,NHS ENGLAND MIDLANDS ,13421
2021-07-01,NHS ENGLAND SOUTH EAST ,22375
2021-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,24032
2021-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,6177
2021-07-01,NHS ENGLAND MIDLANDS ,24789
2021-07-01,NHS ENGLAND NORTH WEST ,20292
2021-07-01,NHS ENGLAND NORTH WEST ,19458
2021-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,19445
2021-07-01,NHS ENGLAND SOUTH EAST ,5110
2021-07-01,NHS ENGLAND NORTH WEST ,20752
2021-07-01,NHS ENGLAND MIDLANDS ,13246
2021-07-01,NHS ENGLAND NORTH WEST ,4796
2021-07-01,NHS ENGLAND EAST OF ENGLAND ,4187
2021-07-01,NHS ENGLAND MIDLANDS ,6345
2021-07-01,NHS ENGLAND NORTH WEST ,8262
2021-07-01,NHS ENGLAND MIDLANDS ,0
2021-07-01,NHS ENGLAND LONDON,17041
2021-07-01,NHS ENGLAND SOUTH WEST ,3922
2021-07-01,NHS ENGLAND MIDLANDS ,89
2021-07-01,NHS ENGLAND LONDON,17105
2021-07-01,NHS ENGLAND SOUTH EAST ,28683
2021-07-01,NHS ENGLAND LONDON,6795
2021-07-01,NHS ENGLAND SOUTH EAST ,17101
2021-07-01,NHS ENGLAND SOUTH EAST ,101
2021-07-01,NHS ENGLAND LONDON,7001
2021-07-01,NHS ENGLAND EAST OF ENGLAND ,12513
2021-07-01,NHS ENGLAND NORTH WEST ,0
2021-07-01,NHS ENGLAND MIDLANDS ,19309
2021-07-01,NHS ENGLAND SOUTH EAST ,13697
2021-07-01,NHS ENGLAND MIDLANDS ,5762
2021-07-01,NHS ENGLAND SOUTH EAST ,7870
2021-07-01,NHS ENGLAND LONDON,1700
2021-07-01,NHS ENGLAND MIDLANDS ,13018
2021-07-01,NHS ENGLAND SOUTH EAST ,6239
2021-08-01,NHS ENGLAND MIDLANDS ,2772
2021-08-01,NHS ENGLAND SOUTH WEST ,1482
2021-08-01,NHS ENGLAND NORTH WEST ,3410
2021-08-01,NHS ENGLAND SOUTH EAST ,9568
2021-08-01,NHS ENGLAND LONDON,2483
2021-08-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,283
2021-08-01,NHS ENGLAND SOUTH EAST ,3071
2021-08-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,0
2021-08-01,NHS ENGLAND SOUTH WEST ,7474
2021-08-01,NHS ENGLAND MIDLANDS ,3133
2021-08-01,NHS ENGLAND MIDLANDS ,10185
2021-08-01,NHS ENGLAND MIDLANDS ,5400
2021-08-01,NHS ENGLAND MIDLANDS ,9150
2021-08-01,NHS ENGLAND SOUTH WEST ,10867
2021-08-01,NHS ENGLAND EAST OF ENGLAND ,1617
2021-08-01,NHS ENGLAND SOUTH EAST ,15532
2021-08-01,NHS ENGLAND SOUTH WEST ,5183
2021-08-01,NHS ENGLAND SOUTH EAST ,2685
2021-08-01,NHS ENGLAND SOUTH EAST ,1473
2021-08-01,NHS ENGLAND MIDLANDS ,7090
2021-08-01,NHS ENGLAND MIDLANDS ,10387
2021-08-01,NHS ENGLAND SOUTH WEST ,10970
2021-08-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,7629
2021-08-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,4605
2021-08-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,7545
2021-08-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,1579
2021-08-01,NHS ENGLAND MIDLANDS ,7979
2021-08-01,NHS ENGLAND MIDLANDS ,7797
2021-08-01,NHS ENGLAND MIDLANDS ,0
2021-08-01,NHS ENGLAND MIDLANDS ,15627
2021-08-01,NHS ENGLAND MIDLANDS ,13112
2021-08-01,NHS ENGLAND MIDLANDS ,8105
2021-08-01,NHS ENGLAND MIDLANDS ,7564
2021-08-01,NHS ENGLAND SOUTH EAST ,6765
2021-08-01,NHS ENGLAND SOUTH EAST ,1681
2021-08-01,NHS ENGLAND NORTH WEST ,13287
2021-08-01,NHS ENGLAND SOUTH WEST ,5473
2021-08-01,NHS ENGLAND MIDLANDS ,12123
2021-08-01,NHS ENGLAND MIDLANDS ,324
2021-08-01,NHS ENGLAND SOUTH EAST ,5748
2021-08-01,NHS ENGLAND SOUTH EAST ,9585
2021-08-01,NHS ENGLAND SOUTH EAST ,1051
2021-08-01,NHS ENGLAND SOUTH EAST ,16200
2021-08-01,NHS ENGLAND NORTH WEST ,1494
2021-08-01,NHS ENGLAND NORTH WEST ,28376
2021-08-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,33112
2021-08-01,NHS ENGLAND SOUTH WEST ,22793
2021-08-01,NHS ENGLAND MIDLANDS ,4502
2021-08-01,NHS ENGLAND SOUTH EAST ,6598
2021-08-01,NHS ENGLAND LONDON,47099
2021-08-01,NHS ENGLAND LONDON,21792
2021-08-01,NHS ENGLAND SOUTH EAST ,289
2021-08-01,NHS ENGLAND SOUTH WEST ,7140
2021-08-01,NHS ENGLAND SOUTH WEST ,24685
2021-08-01,NHS ENGLAND SOUTH WEST ,23772
2021-08-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,19907
2021-08-01,NHS ENGLAND EAST OF ENGLAND ,30029
2021-08-01,NHS ENGLAND LONDON,29050
2021-08-01,NHS ENGLAND LONDON,1249
2021-08-01,NHS ENGLAND LONDON,11197
2021-08-01,NHS ENGLAND LONDON,9619
2021-08-01,NHS ENGLAND LONDON,11855
2021-08-01,NHS ENGLAND LONDON,4502
2021-08-01,NHS ENGLAND SOUTH WEST ,15661
2021-08-01,NHS ENGLAND MIDLANDS ,16961
2021-08-01,NHS ENGLAND NORTH WEST ,10414
2021-08-01,NHS ENGLAND NORTH WEST ,19953
2021-08-01,NHS ENGLAND NORTH WEST ,6970
2021-08-01,NHS ENGLAND NORTH WEST ,5583
2021-08-01,NHS ENGLAND NORTH WEST ,8819
2021-08-01,NHS ENGLAND NORTH WEST ,2390
2021-08-01,NHS ENGLAND EAST OF ENGLAND ,15784
2021-08-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,17206
2021-08-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,6902
2021-08-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,5523
2021-08-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,1949
2021-08-01,NHS ENGLAND EAST OF ENGLAND ,13221
2021-08-01,NHS ENGLAND SOUTH WEST ,3580
2021-08-01,NHS ENGLAND EAST OF ENGLAND ,2972
2021-08-01,NHS ENGLAND EAST OF ENGLAND ,29030
2021-08-01,NHS ENGLAND SOUTH EAST ,9834
2021-08-01,NHS ENGLAND SOUTH EAST ,20305
2021-08-01,NHS ENGLAND SOUTH WEST ,1044
2021-08-01,NHS ENGLAND SOUTH WEST ,12548
2021-08-01,NHS ENGLAND NORTH WEST ,41037
2021-08-01,NHS ENGLAND NORTH WEST ,5983
2021-08-01,NHS ENGLAND NORTH WEST ,16572
2021-08-01,NHS ENGLAND LONDON,26972
2021-08-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,16356
2021-08-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,12107
2021-08-01,NHS ENGLAND MIDLANDS ,13203
2021-08-01,NHS ENGLAND EAST OF ENGLAND ,22927
2021-08-01,NHS ENGLAND EAST OF ENGLAND ,15487
2021-08-01,NHS ENGLAND EAST OF ENGLAND ,3649
2021-08-01,NHS ENGLAND EAST OF ENGLAND ,18019
2021-08-01,NHS ENGLAND SOUTH WEST ,8496
2021-08-01,NHS ENGLAND SOUTH WEST ,19341
2021-08-01,NHS ENGLAND SOUTH EAST ,15973
2021-08-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,10743
2021-08-01,NHS ENGLAND SOUTH EAST ,21203
2021-08-01,NHS ENGLAND SOUTH EAST ,13032
2021-08-01,NHS ENGLAND LONDON,22961
2021-08-01,NHS ENGLAND LONDON,22889
2021-08-01,NHS ENGLAND LONDON,24218
2021-08-01,NHS ENGLAND LONDON,15193
2021-08-01,NHS ENGLAND SOUTH WEST ,6203
2021-08-01,NHS ENGLAND MIDLANDS ,10056
2021-08-01,NHS ENGLAND MIDLANDS ,12411
2021-08-01,NHS ENGLAND MIDLANDS ,22667
2021-08-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,13498
2021-08-01,NHS ENGLAND NORTH WEST ,11116
2021-08-01,NHS ENGLAND NORTH WEST ,15074
2021-08-01,NHS ENGLAND LONDON,35968
2021-08-01,NHS ENGLAND MIDLANDS ,16477
2021-08-01,NHS ENGLAND SOUTH WEST ,4172
2021-08-01,NHS ENGLAND MIDLANDS ,13432
2021-08-01,NHS ENGLAND LONDON,15127
2021-08-01,NHS ENGLAND MIDLANDS ,3154
2021-08-01,NHS ENGLAND MIDLANDS ,16595
2021-08-01,NHS ENGLAND MIDLANDS ,13553
2021-08-01,NHS ENGLAND MIDLANDS ,14728
2021-08-01,NHS ENGLAND EAST OF ENGLAND ,30463
2021-08-01,NHS ENGLAND NORTH WEST ,36081
2021-08-01,NHS ENGLAND NORTH WEST ,10042
2021-08-01,NHS ENGLAND NORTH WEST ,13834
2021-08-01,NHS ENGLAND SOUTH WEST ,17057
2021-08-01,NHS ENGLAND SOUTH EAST ,17430
2021-08-01,NHS ENGLAND SOUTH EAST ,10445
2021-08-01,NHS ENGLAND MIDLANDS ,9403
2021-08-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,11029
2021-08-01,NHS ENGLAND MIDLANDS ,12168
2021-08-01,NHS ENGLAND MIDLANDS ,18503
2021-08-01,NHS ENGLAND SOUTH EAST ,12420
2021-08-01,NHS ENGLAND SOUTH WEST ,3064
2021-08-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,21802
2021-08-01,NHS ENGLAND LONDON,2140
2021-08-01,NHS ENGLAND SOUTH EAST ,20144
2021-08-01,NHS ENGLAND SOUTH EAST ,266
2021-08-01,NHS ENGLAND MIDLANDS ,6991
2021-08-01,NHS ENGLAND LONDON,36414
2021-08-01,NHS ENGLAND EAST OF ENGLAND ,6749
2021-08-01,NHS ENGLAND LONDON,10746
2021-08-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,16007
2021-08-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,21837
2021-08-01,NHS ENGLAND NORTH WEST ,10388
2021-08-01,NHS ENGLAND MIDLANDS ,30250
2021-08-01,NHS ENGLAND LONDON,22946
2021-08-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,17589
2021-08-01,NHS ENGLAND SOUTH WEST ,18566
2021-08-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,21218
2021-08-01,NHS ENGLAND MIDLANDS ,30183
2021-08-01,NHS ENGLAND SOUTH EAST ,18302
2021-08-01,NHS ENGLAND SOUTH EAST ,16142
2021-08-01,NHS ENGLAND SOUTH EAST ,12299
2021-08-01,NHS ENGLAND SOUTH WEST ,7169
